168,90
169,91
156,81
171,89
175,96
159,90
167,88
169,97
170,90
156,84
168,85
169,79
164,89
171,86
174,89
176,94
170,85
173,95
171,89
169,83
155,86
174,90
176,89
160,88
172,88
172,91
163,89
187,99
172,90
161,85
176,88
164,84
166,82
168,82
162,82
163,89
172,90
175,88
156,82
164,92
167,89
177,93
183,90
163,91
172,99
172,85
172,89
173,96
163,86
166,86
178,89
169,91
171,80
165,93
175,95
171,97
186,92
165,93
164,89
163,91
173,89
173,84
177,92
173,90
156,88
172,82
160,87
176,87
171,83
169,88
163,88
163,94
172,99
178,103
166,85
164,87
171,90
163,93
163,88
182,90
163,88
169,87
164,91
164,85
170,96
176,82
163,91
179,99
176,93
182,95
169,96
159,91
169,92
166,87
165,87
167,89
173,96
170,90
170,88
169,91
164,91
177,95
173,90
166,99
161,94
162,100
190,105
167,91
160,87
165,94
156,89
157,91
174,91
168,86
176,92
170,95
173,93
168,93
164,92
164,88
172,91
173,86
173,101
165,93
167,82
173,91
184,98
163,80
179,92
161,82
162,82
158,85
171,87
177,87
164,84
166,84
171,86
174,93
170,86
174,97
169,83
174,90
169,85
175,85
167,85
172,94
168,93
163,96
168,92
161,81
173,91
164,89
167,86
164,83
173,97
176,88
172,91
167,90
173,93
161,78
171,95
169,88
161,87
170,89
174,91
168,83
164,90
170,88
164,97
162,84
166,89
172,89
169,88
169,84
163,88
178,98
166,90
168,90
168,87
180,90
163,86
165,87
163,93
158,91
171,94
175,97
170,93
165,89
184,93
169,89
167,84
167,88
179,85
165,84
173,89
161,91
166,91
164,87
159,83
175,89
169,91
172,96
172,87
167,91
160,81
156,85
161,92
174,92
167,85
174,86
167,86
168,85
168,83
167,84
167,90
171,100
168,92
162,91
174,88
173,92
173,96
165,93
167,92
172,99
176,93
174,98
171,92
169,91
161,82
173,87
170,98
176,90
171,87
166,78
171,88
167,78
156,85
167,88
166,89
167,89
173,90
169,87
176,88
168,91
163,82
169,87
164,88
170,85
172,90
166,87
163,92
164,84
166,88
175,90
162,85
164,84
164,84
164,90
167,83
170,81
161,79
174,91
165,88
171,82
166,89
172,88
170,90
180,90
164,88
184,101
168,88
172,91
165,87
176,86
171,83
169,96
171,89
170,87
164,85
167,86
164,87
165,88
162,80
164,86
178,92
159,86
171,90
169,90
169,87
178,90
180,85
167,81
164,87
170,86
165,94
181,89
170,92
173,90
182,88
166,90
163,87
165,87
180,90
162,81
171,94
171,92
161,84
167,83
167,85
169,92
178,92
164,92
171,94
168,81
177,99
161,80
172,94
154,84
170,92
167,83
162,87
168,90
168,92
173,90
162,89
165,84
171,91
161,85
159,81
163,88
163,93
170,96
173,95
173,90
170,92
168,88
169,87
175,88
161,81
171,91
171,91
169,91
170,90
171,88
166,94
171,90
169,89
177,94
158,85
167,95
166,96
176,87
163,84
161,83
168,81
172,98
156,85
166,82
165,93
165,91
166,84
167,89
167,85
171,84
165,94
160,85
157,82
165,90
166,88
157,88
165,87
165,91
160,83
166,87
168,92
186,92
171,85
170,91
170,90
167,90
169,90
168,84
162,85
178,87
176,96
161,87
171,90
159,80
168,97
167,91
178,91
169,90
163,86
169,90
170,88
187,86
174,86
162,85
165,85
164,84
173,95
162,82
179,88
162,92
166,88
176,95
175,95
155,85
161,83
168,98
165,86
165,94
164,94
171,89
169,82
171,90
163,88
171,90
172,94
165,89
170,93
173,85
169,92
169,82
167,85
162,90
170,84
175,91
175,90
170,91
168,90
185,91
166,85
161,90
176,87
179,84
167,87
163,88
167,85
179,85
180,98
166,86
171,85
163,89
180,92
179,92
176,93
164,83
168,89
174,96
170,90
162,86
157,90
157,82
177,93
161,84
148,87
168,86
176,91
166,94
169,87
168,91
176,95
167,104
159,84
164,82
181,92
165,91
171,92
159,91
174,88
160,85
169,89
167,83
170,91
161,85
174,87
178,91
168,90
168,93
165,85
173,89
166,84
175,98
158,83
174,86
178,90
170,86
167,93
168,94
161,89
161,88
166,84
169,85
164,89
181,90
165,90
171,90
169,81
168,80
