202,172,64
325,165,57
413,171,64
402,179,63
227,169,62
320,162,52
111,157,60
26,163,59
489,168,70
421,173,66
241,176,62
364,165,61
205,156,52
174,163,65
178,168,64
124,167,59
414,169,59
445,179,77
119,164,56
327,161,62
467,165,61
416,163,64
73,178,73
316,172,73
28,172,70
87,179,80
369,157,56
247,170,63
92,169,62
242,168,65
153,164,63
96,173,69
461,168,67
107,167,59
387,159,57
154,173,70
257,164,66
42,183,73
354,168,60
33,168,55
419,165,60
346,169,69
150,173,66
159,161,51
203,167,64
106,190,80
191,167,65
279,167,65
185,175,74
226,171,70
34,162,55
128,179,69
47,173,67
306,161,59
415,171,62
382,162,56
213,167,59
410,165,61
474,170,65
403,162,65
188,184,72
326,171,64
301,165,57
103,166,63
214,167,68
117,168,61
289,178,75
206,161,61
340,171,66
162,161,52
139,174,73
237,166,62
417,171,65
138,170,61
358,165,72
30,176,70
108,160,62
35,163,65
258,167,64
224,176,72
372,160,61
140,169,62
458,176,70
265,172,64
487,170,62
52,171,60
383,178,66
404,166,63
31,164,60
179,180,69
266,170,61
198,159,55
385,161,56
232,171,65
142,169,71
14,174,64
244,169,55
229,173,69
359,165,56
22,176,75
460,169,62
125,173,72
12,164,66
368,166,60
438,167,57
464,159,48
184,171,69
336,169,64
152,167,68
365,160,50
204,160,59
391,169,62
155,176,65
215,171,72
284,178,80
85,176,65
328,159,54
222,167,62
476,174,74
296,170,75
384,176,78
437,163,54
156,172,67
233,166,51
362,167,63
231,176,70
29,161,60
435,179,71
136,171,62
308,167,61
129,161,66
270,168,68
4,175,66
199,175,67
322,168,62
434,176,67
197,164,59
268,164,61
303,162,54
455,161,55
373,166,62
207,174,79
97,170,61
190,167,61
123,165,60
36,172,65
58,164,60
329,163,63
465,164,53
109,165,76
335,168,67
165,168,63
488,167,61
74,166,57
196,166,67
126,184,68
120,172,63
447,164,60
370,165,59
141,174,70
13,171,66
245,164,61
83,164,62
285,159,55
65,172,59
194,173,69
405,176,70
425,162,58
497,171,65
348,158,56
208,167,61
302,180,75
351,176,65
80,163,58
209,174,66
439,179,78
498,169,61
90,169,73
424,167,64
210,167,56
130,162,55
406,175,77
220,173,71
276,171,63
261,174,74
366,157,53
273,176,70
170,166,62
235,156,58
149,161,56
86,163,57
218,174,67
217,162,64
251,164,56
484,158,57
79,182,76
200,169,68
493,169,66
127,163,58
238,167,60
